episode,average_reward,bankruptcy_rate,average_ending_money,average_loan_duration,invalid_action_rate
60000,-40305.0,0.47,27010.0,0.2,0.0
70000,-11592.5,0.37,45180.0,0.24,0.0
80000,-14150.0,0.39,42790.0,0.0,0.0
90000,-32775.0,0.45,31240.0,0.09,0.0
100000,-25245.0,0.4,33630.0,0.1,0.0
