episode,average_reward,bankruptcy_rate,average_ending_money,average_loan_duration,invalid_action_rate
10000,-21750.0,0.42,41580.0,0.27,0.027777777777777776
20000,-45205.0,0.49,23590.0,0.11,0.0
30000,-37790.0,0.47,28280.0,0.05,0.002421307506053269
40000,-31617.5,0.42,31210.0,0.21,0.04009433962264151
50000,-11152.5,0.39,48590.0,0.19,0.10042735042735043
