episode,average_reward,bankruptcy_rate,average_ending_money,average_loan_duration,invalid_action_rate
10000,-23815.0,0.49,46140.0,0.2,0.03537735849056604
20000,-27850.0,0.49,41210.0,0.09,0.050119331742243436
30000,-29372.5,0.52,43580.0,0.01,0.11627906976744186
40000,-38292.5,0.54,37130.0,0.05,0.13032581453634084
50000,-8760.0,0.45,55420.0,0.12,0.004434589800443459
