episode,average_reward,bankruptcy_rate,average_ending_money,average_loan_duration,invalid_action_rate
10000,-35905.0,0.47,31180.0,0.19,0.007009345794392523
20000,-23820.0,0.38,33360.0,0.16,0.0
30000,-41235.0,0.5,29760.0,0.25,0.0024813895781637717
40000,-28430.0,0.41,31810.0,0.14,0.0
50000,-10290.0,0.36,44040.0,0.12,0.001996007984031936
