episode,epsilon,episode_reward,rolling_average_reward,mean_recent_loss,replay_buffer_size,average_loan_duration,bankruptcy_count,average_ending_money,invalid_action_count,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count,action_5_count,action_6_count,action_7_count
100,0.999791,-157500,-40662.5,20363.726005859375,492,0.17,41,21260.0,62,72,58,70,51,63,63,52,63
200,0.9995798888888889,-157000,-47215.0,22479.93181640625,957,0.15,44,17780.0,60,64,48,55,63,63,65,55,52
300,0.9993687777777778,51000,-40925.0,23690.151015625,1429,0.27,38,18380.0,42,64,52,56,56,62,60,68,54
400,0.9991576666666667,46750,-49567.5,24498.16228515625,1903,0.16,45,17180.0,73,55,61,57,68,62,60,55,56
500,0.9989465555555556,6250,-47052.5,24417.10595703125,2378,0.2,42,16160.0,64,49,52,71,60,66,61,66,50
600,0.9987354444444444,1000,-32002.5,24463.757890625,2884,0.2,33,22090.0,65,73,68,68,48,69,54,67,59
700,0.9985243333333333,-150000,-59052.5,25058.775986328124,3344,0.09,49,10730.0,51,55,57,52,54,57,62,66,57
800,0.9983132222222222,31250,-56890.0,24199.834833984376,3794,0.24,47,12400.0,60,54,55,59,62,58,57,51,54
900,0.9981021111111111,-185000,-56195.0,25544.851142578125,4251,0.17,49,14180.0,50,55,59,60,59,54,61,51,58
1000,0.997891,83000,-27460.0,25520.2130859375,4726,0.07,34,26680.0,61,69,59,51,61,58,68,63,46
