episode,average_reward,bankruptcy_rate,average_ending_money,average_loan_duration,invalid_action_rate
10000,-20102.5,0.48,48360.0,0.14,0.0330188679245283
20000,-29025.0,0.52,43140.0,0.09,0.050724637681159424
30000,-35770.0,0.53,38750.0,0.01,0.15025906735751296
40000,-40957.5,0.53,34260.0,0.12,0.1488833746898263
50000,-8255.0,0.45,55960.0,0.14,0.0066518847006651885
