episode,average_reward,bankruptcy_rate,average_ending_money,average_loan_duration,invalid_action_rate
10000,-30425.0,0.49,39860.0,0.23,0.03529411764705882
20000,-22032.5,0.48,45590.0,0.11,0.019002375296912115
30000,-29480.0,0.53,43220.0,0.0,0.046153846153846156
40000,-53260.0,0.59,26860.0,0.13,0.06060606060606061
50000,-11987.5,0.44,52060.0,0.17,0.03289473684210526
