episode,average_reward,bankruptcy_rate,average_ending_money,average_loan_duration,invalid_action_rate
10000,-27717.5,0.5,43370.0,0.19,0.039627039627039624
20000,-26355.0,0.5,43670.0,0.11,0.054373522458628844
30000,-28945.0,0.53,44260.0,0.03,0.05128205128205128
40000,-49485.0,0.55,26730.0,0.15,0.05012531328320802
50000,-17582.5,0.45,47550.0,0.15,0.046460176991150445
