episode,epsilon,episode_reward,rolling_average_reward,mean_recent_loss,replay_buffer_size,average_loan_duration,bankruptcy_count,average_ending_money,invalid_action_count,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count,action_5_count,action_6_count,action_7_count
100,0.999791,-157500,-40662.5,17386.10337890625,492,0.17,41,21260.0,62,72,58,70,51,63,63,52,63
200,0.9995798888888889,-157000,-47215.0,19181.849140625,957,0.15,44,17780.0,60,64,48,55,63,63,65,55,52
300,0.9993687777777778,51000,-43892.5,20173.584951171873,1429,0.26,39,16410.0,41,65,53,53,57,65,60,66,53
400,0.9991576666666667,46750,-49567.5,20741.144228515626,1903,0.16,45,17180.0,73,55,61,57,68,62,60,55,56
500,0.9989465555555556,6250,-47052.5,21467.311787109375,2378,0.2,42,16160.0,64,49,52,71,60,66,61,66,50
600,0.9987354444444444,1000,-32002.5,21331.576279296874,2884,0.2,33,22090.0,65,73,68,68,47,69,54,67,60
700,0.9985243333333333,-150000,-64300.0,22020.800966796876,3342,0.08,53,9240.0,50,59,57,55,50,55,63,60,59
800,0.9983132222222222,31250,-55712.5,22156.418056640625,3794,0.26,47,13820.0,61,53,54,59,65,57,59,51,54
900,0.9981021111111111,-185000,-56195.0,22341.939033203125,4251,0.17,49,14180.0,50,55,59,60,59,54,61,51,58
1000,0.997891,83000,-27500.0,22002.50283203125,4726,0.07,34,26680.0,62,69,59,51,61,58,68,64,45
1100,0.9976798888888889,46500,-46342.5,22852.603095703125,5196,0.16,42,16890.0,62,49,55,59,71,64,55,53,64
1200,0.9974687777777778,-125250,-52885.0,23125.7965625,5675,0.21,47,15050.0,46,50,53,63,72,55,55,58,73
1300,0.9972576666666667,-167250,-42962.5,22465.118642578123,6164,0.2,43,21910.0,70,68,65,63,58,61,54,61,59
1400,0.9970465555555555,-130500,-47375.0,22120.223193359376,6648,0.36,42,18040.0,66,47,71,66,53,61,62,65,59
1500,0.9968354444444445,16000,-53940.0,22238.535771484374,7099,0.28,49,17400.0,51,72,49,49,49,60,62,58,52
1600,0.9966243333333333,-7250,-47012.5,23741.386591796876,7580,0.3,40,15570.0,69,46,62,81,56,59,61,62,54
1700,0.9964132222222222,-122000,-38125.0,23304.6586328125,8045,0.12,38,20740.0,49,60,46,63,67,52,47,70,60
1800,0.9962021111111111,-7250,-57625.0,23021.10837890625,8501,0.25,48,13010.0,56,45,43,73,59,63,61,58,54
1900,0.995991,-7500,-46985.0,23617.774912109377,8987,0.11,44,17410.0,57,59,65,59,62,69,61,58,53
