episode,average_reward,bankruptcy_rate,average_ending_money,average_loan_duration,invalid_action_rate
10000,-16575.0,0.39,43730.0,0.3,0.01818181818181818
20000,-26512.5,0.43,35660.0,0.08,0.013888888888888888
30000,-32045.0,0.43,29780.0,0.12,0.0
40000,-13707.5,0.36,39850.0,0.04,0.0
50000,-15470.0,0.37,40450.0,0.14,0.0
