episode,epsilon,episode_reward,rolling_average_reward,mean_recent_loss,replay_buffer_size,average_loan_duration,bankruptcy_count,average_ending_money,invalid_action_count,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count,action_5_count,action_6_count,action_7_count
100,0.999791,-157500,-40662.5,17338.398203125,492,0.17,41,21260.0,62,72,58,70,51,63,63,52,63
200,0.9995798888888889,-157000,-47215.0,17808.01556640625,957,0.15,44,17780.0,60,64,48,55,63,63,65,55,52
300,0.9993687777777778,51000,-41110.0,19072.7778125,1429,0.29,38,18480.0,43,65,52,56,57,62,60,67,53
400,0.9991576666666667,46750,-49567.5,19800.6830078125,1903,0.16,45,17180.0,73,55,61,57,68,62,60,55,56
500,0.9989465555555556,6250,-47052.5,20610.689228515625,2378,0.2,42,16160.0,64,49,52,71,60,66,61,66,50
600,0.9987354444444444,1000,-32002.5,20830.43982421875,2884,0.2,33,22090.0,65,73,68,68,47,69,54,67,60
700,0.9985243333333333,-150000,-61385.0,20760.444970703124,3343,0.09,50,9380.0,49,56,58,51,53,57,60,66,58
800,0.9983132222222222,58750,-47802.5,20739.909853515626,3808,0.23,42,16500.0,69,54,59,59,58,65,60,57,53
900,0.9981021111111111,-185000,-61765.0,22244.61169921875,4249,0.13,53,12700.0,46,58,56,58,57,50,56,52,54
1000,0.997891,83000,-25952.5,21593.942080078126,4726,0.07,33,27080.0,60,67,59,50,62,62,71,62,44
1100,0.9976798888888889,46500,-46342.5,22582.957646484374,5196,0.16,42,16890.0,62,49,55,59,71,64,55,53,64
1200,0.9974687777777778,-125250,-52885.0,22671.057578125,5675,0.21,47,15050.0,46,50,53,63,72,55,55,58,73
1300,0.9972576666666667,-167250,-44177.5,22284.449638671875,6165,0.19,44,21750.0,73,67,65,64,59,61,54,60,60
1400,0.9970465555555555,-130500,-47752.5,21190.099794921876,6648,0.36,42,17590.0,69,48,69,67,53,62,61,65,58
1500,0.9968354444444445,16000,-54182.5,21706.698984375,7099,0.28,49,17100.0,49,74,49,52,48,60,64,56,48
1600,0.9966243333333333,-7250,-45055.0,22493.373447265625,7581,0.3,39,16520.0,70,46,62,80,57,59,60,63,55
1700,0.9964132222222222,-122000,-40842.5,22845.3642578125,8042,0.12,39,19160.0,49,57,44,65,65,49,50,70,61
