episode,average_reward,bankruptcy_rate,average_ending_money,average_loan_duration,invalid_action_rate
10000,-34737.5,0.51,37690.0,0.21,0.04009433962264151
20000,-30482.5,0.51,40240.0,0.09,0.023752969121140142
30000,-37827.5,0.55,37220.0,0.0,0.05958549222797927
40000,-43927.5,0.55,32530.0,0.2,0.04187192118226601
50000,-7732.5,0.43,55270.0,0.17,0.05
