episode,average_reward,bankruptcy_rate,average_ending_money,average_loan_duration,invalid_action_rate
10000,-22322.5,0.47,45020.0,0.18,0.027586206896551724
20000,-13380.0,0.44,50220.0,0.13,0.032036613272311214
30000,-25482.5,0.52,46640.0,0.05,0.030379746835443037
40000,-38105.0,0.54,36700.0,0.16,0.02481389578163772
50000,1625.0,0.41,61840.0,0.14,0.015086206896551725
