episode,average_reward,bankruptcy_rate,average_ending_money,average_loan_duration,invalid_action_rate
10000,-26247.5,0.49,43590.0,0.19,0.039627039627039624
20000,-16852.5,0.46,48400.0,0.11,0.011494252873563218
30000,-25772.5,0.52,45990.0,0.01,0.04314720812182741
40000,-39080.0,0.54,35210.0,0.09,0.03731343283582089
50000,-12657.5,0.46,53190.0,0.15,0.03508771929824561
