episode,average_reward,bankruptcy_rate,average_ending_money,average_loan_duration,invalid_action_rate
10000,-28020.0,0.5,43530.0,0.23,0.06004618937644342
20000,-20265.0,0.47,46620.0,0.09,0.05813953488372093
30000,-26927.5,0.51,44080.0,0.0,0.08333333333333333
40000,-43635.0,0.55,32060.0,0.08,0.06281407035175879
50000,-13890.0,0.47,53390.0,0.17,0.03991130820399113
