episode,epsilon,episode_reward,rolling_average_reward,mean_recent_loss,replay_buffer_size,average_loan_duration,bankruptcy_count,average_ending_money,invalid_action_count,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count,action_5_count,action_6_count,action_7_count
100,0.999791,-157500,-40662.5,23163.760048828124,492,0.17,41,21260.0,62,72,58,70,51,63,63,52,63
200,0.9995798888888889,-157000,-47215.0,24155.96142578125,957,0.15,44,17780.0,60,64,48,55,63,63,65,55,52
300,0.9993687777777778,51000,-43892.5,24545.80716796875,1429,0.26,39,16410.0,41,65,53,53,57,65,60,66,53
400,0.9991576666666667,46750,-49567.5,24993.038134765626,1903,0.16,45,17180.0,73,55,61,57,68,62,60,55,56
500,0.9989465555555556,6250,-47052.5,24227.9962109375,2378,0.2,42,16160.0,64,49,52,71,60,66,61,66,50
600,0.9987354444444444,1000,-32002.5,23933.597421875,2884,0.2,33,22090.0,65,73,68,68,48,69,54,67,59
700,0.9985243333333333,-150000,-66322.5,25011.4124609375,3343,0.08,54,8220.0,48,58,57,55,52,54,63,61,59
800,0.9983132222222222,58750,-47802.5,24003.203134765627,3808,0.23,42,16500.0,69,54,59,59,58,65,60,57,53
900,0.9981021111111111,-185000,-61765.0,25270.40662109375,4249,0.13,53,12700.0,46,58,56,58,57,50,56,52,54
1000,0.997891,83000,-25972.5,24732.852138671875,4726,0.07,33,27060.0,60,68,59,50,63,61,71,61,44
1100,0.9976798888888889,46500,-46092.5,25109.97548828125,5196,0.16,42,17140.0,62,49,55,58,72,64,55,53,64
1200,0.9974687777777778,-2250,-52855.0,25288.4653125,5674,0.21,47,15120.0,47,50,52,63,74,55,55,57,72
1300,0.9972576666666667,-167250,-41665.0,24877.317392578127,6162,0.16,43,22870.0,71,69,66,63,57,61,53,61,58
1400,0.9970465555555555,-130500,-48267.5,23882.307529296875,6648,0.36,42,17160.0,69,48,70,68,57,59,61,63,60
1500,0.9968354444444445,16000,-53792.5,24746.00197265625,7099,0.28,49,17520.0,50,71,48,49,49,60,62,59,53
1600,0.9966243333333333,-7250,-47102.5,24919.5218359375,7581,0.3,40,15510.0,70,46,62,81,56,61,60,61,55
1700,0.9964132222222222,-122000,-40842.5,24939.052998046875,8042,0.12,39,19160.0,49,57,44,65,67,49,50,70,59
1800,0.9962021111111111,-7250,-54912.5,25283.463994140624,8501,0.29,46,13940.0,55,44,45,74,58,63,62,59,54
1900,0.995991,-7500,-46985.0,25427.064453125,8987,0.11,44,17410.0,57,59,65,59,62,69,61,58,53
2000,0.9957798888888889,-127750,-36920.0,24931.510400390624,9472,0.18,37,21480.0,64,59,58,61,57,58,67,62,63
2100,0.9955687777777777,-151500,-33980.0,25276.74173828125,9970,0.2,36,22860.0,59,62,76,58,71,48,66,64,53
2200,0.9953576666666667,12250,-52635.0,25988.179609375,10433,0.07,47,14710.0,45,67,49,61,63,49,64,59,51
2300,0.9951465555555555,59000,-46977.5,25692.536240234374,10895,0.18,44,19480.0,71,55,61,61,46,66,50,55,68
2400,0.9949354444444445,54250,-46857.5,24708.912197265625,11344,0.07,45,18970.0,53,69,52,52,65,50,53,47,61
2500,0.9947243333333333,21500,-55062.5,24978.90361328125,11802,0.01,47,12200.0,62,53,69,42,70,46,72,48,58
2600,0.9945132222222223,-140000,-56005.0,25238.677890625,12261,0.05,49,13730.0,61,59,54,68,55,54,73,53,43
2700,0.9943021111111111,13750,-72507.5,25894.01986328125,12688,0.25,55,4910.0,50,62,66,55,46,48,53,47,50
2800,0.994091,46750,-42520.0,25299.5223046875,13174,0.12,37,15650.0,72,59,57,57,63,61,61,72,56
2900,0.9938798888888889,-135000,-50010.0,25808.29234375,13634,0.29,45,17330.0,52,61,53,54,66,63,59,52,52
3000,0.9936687777777777,-155000,-37852.5,25338.228955078124,14130,0.3,36,19760.0,55,47,50,68,68,61,64,73,65
3100,0.9934576666666667,67000,-37587.5,25013.3149609375,14616,0.3,39,23790.0,61,53,60,52,51,66,72,64,68
3200,0.9932465555555555,10500,-44515.0,26000.466259765624,15092,0.16,40,16550.0,65,55,70,61,49,75,48,51,67
3300,0.9930354444444445,-180000,-31700.0,24386.243828125,15601,0.19,35,24300.0,72,64,76,55,59,80,57,60,58
3400,0.9928243333333333,38500,-50765.0,24676.22240234375,16072,0.04,45,14590.0,57,66,66,61,65,55,42,57,59
