episode,average_reward,bankruptcy_rate,average_ending_money,average_loan_duration,invalid_action_rate
10000,-28757.5,0.5,43030.0,0.2,0.07710280373831775
20000,-38190.0,0.53,34770.0,0.09,0.02650602409638554
30000,-34687.5,0.56,41310.0,0.02,0.05128205128205128
40000,-53577.5,0.58,25690.0,0.13,0.07481296758104738
50000,-5717.5,0.43,56750.0,0.07,0.052980132450331126
