episode,epsilon,episode_reward,rolling_average_reward,mean_recent_loss,replay_buffer_size,average_loan_duration,bankruptcy_count,average_ending_money,invalid_action_count,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count,action_5_count,action_6_count,action_7_count
100,0.999791,-157500,-40662.5,21133.233798828125,492,0.17,41,21260.0,62,72,58,70,51,63,63,52,63
200,0.9995798888888889,-157000,-47215.0,22725.2515625,957,0.15,44,17780.0,60,64,48,55,63,63,65,55,52
300,0.9993687777777778,51000,-42760.0,23592.749306640624,1429,0.29,39,17830.0,43,65,52,55,57,62,60,67,54
400,0.9991576666666667,46750,-49567.5,24174.4798828125,1903,0.16,45,17180.0,73,55,61,57,68,62,60,55,56
500,0.9989465555555556,6250,-47052.5,24126.7350390625,2378,0.2,42,16160.0,64,49,52,71,60,66,61,66,50
600,0.9987354444444444,1000,-32002.5,23914.83021484375,2884,0.2,33,22090.0,65,73,68,68,47,69,54,67,60
700,0.9985243333333333,-150000,-59052.5,24488.54423828125,3344,0.09,49,10730.0,51,55,57,52,54,57,62,66,57
800,0.9983132222222222,31250,-56890.0,23410.188974609377,3794,0.24,47,12400.0,60,54,55,59,62,58,57,51,54
900,0.9981021111111111,-185000,-56195.0,24929.9159375,4251,0.17,49,14180.0,50,55,59,60,59,54,61,51,58
1000,0.997891,83000,-27450.0,24826.5597265625,4726,0.07,34,26690.0,61,68,59,52,61,58,68,64,45
1100,0.9976798888888889,46500,-46342.5,24972.359248046876,5196,0.16,42,16890.0,62,49,55,58,71,65,55,53,64
1200,0.9974687777777778,-125250,-52885.0,24860.180595703125,5675,0.21,47,15050.0,46,50,53,63,72,55,55,58,73
1300,0.9972576666666667,-167250,-42635.0,24617.84685546875,6165,0.19,43,22240.0,72,67,66,64,57,62,54,61,59
1400,0.9970465555555555,-130500,-47767.5,23890.4410546875,6648,0.36,42,17740.0,68,49,69,66,53,62,61,64,59
1500,0.9968354444444445,16000,-53792.5,24632.74564453125,7099,0.28,49,17520.0,50,71,48,49,49,60,62,59,53
1600,0.9966243333333333,-7250,-47102.5,25539.0088671875,7581,0.3,40,15510.0,70,46,62,81,56,61,60,61,55
1700,0.9964132222222222,-122000,-40842.5,25298.698671875,8042,0.12,39,19160.0,49,57,44,65,65,49,50,70,61
1800,0.9962021111111111,-7250,-55142.5,25754.3027734375,8501,0.29,46,13750.0,55,45,45,73,58,63,62,60,53
1900,0.995991,-7500,-46985.0,26036.185546875,8987,0.11,44,17410.0,57,59,65,59,62,69,61,58,53
2000,0.9957798888888889,-127750,-36862.5,24746.789990234374,9472,0.18,37,21500.0,63,59,58,61,54,58,69,61,65
2100,0.9955687777777777,-151500,-30965.0,24517.76376953125,9973,0.2,34,23800.0,60,64,79,58,68,47,67,64,54
2200,0.9953576666666667,12250,-56182.5,24894.29494140625,10435,0.07,48,12330.0,47,70,48,61,64,49,63,60,47
2300,0.9951465555555555,59000,-46340.0,25669.55826171875,10897,0.14,44,19770.0,70,56,59,62,44,68,51,58,64
2400,0.9949354444444445,54250,-46982.5,24371.3337890625,11346,0.06,45,18640.0,53,67,52,55,66,48,53,48,60
2500,0.9947243333333333,21500,-53330.0,25520.721572265626,11804,0.01,46,12930.0,63,54,70,42,69,46,72,48,57
2600,0.9945132222222223,-140000,-54122.5,25245.142724609374,12263,0.05,48,14560.0,60,59,53,68,55,54,72,56,42
2700,0.9943021111111111,80500,-69955.0,25284.549248046875,12692,0.25,54,6420.0,51,63,64,55,45,50,53,49,50
2800,0.994091,43500,-42257.5,25713.4146484375,13181,0.16,38,17140.0,67,63,55,57,63,57,66,73,55
2900,0.9938798888888889,-135000,-54147.5,25466.960185546875,13631,0.26,48,16100.0,50,57,54,51,66,59,56,51,56
3000,0.9936687777777777,-155000,-36135.0,24502.71455078125,14129,0.3,35,20390.0,53,49,51,68,67,62,63,73,65
3100,0.9934576666666667,67000,-38330.0,24374.46556640625,14615,0.3,39,23110.0,62,53,60,54,51,65,72,64,67
3200,0.9932465555555555,10500,-47105.0,25314.26611328125,15090,0.16,42,15830.0,59,53,69,63,46,77,48,53,66
3300,0.9930354444444445,-180000,-31620.0,24906.286513671876,15599,0.19,35,24380.0,72,64,76,55,59,81,56,60,58
3400,0.9928243333333333,38500,-50720.0,25122.59146484375,16071,0.04,45,14590.0,56,67,66,59,62,57,43,59,59
3500,0.9926132222222223,-149000,-56412.5,25471.0942578125,16521,0.12,49,14420.0,60,59,48,59,65,54,51,65,49
3600,0.9924021111111111,62500,-43387.5,25479.686337890624,17000,0.16,42,19720.0,62,59,58,63,55,57,64,63,60
3700,0.992191,60750,-45312.5,25934.35572265625,17491,0.09,42,17280.0,67,78,56,70,55,62,55,62,53
3800,0.9919798888888889,17250,-48277.5,25294.54880859375,17970,0.33,42,16210.0,55,69,64,61,48,65,54,66,52
3900,0.9917687777777777,38750,-41225.0,25356.7070703125,18453,0.27,40,20400.0,59,68,69,53,55,56,64,64,54
4000,0.9915576666666667,-1000,-59762.5,24523.25162109375,18911,0.15,48,9900.0,49,65,43,43,64,52,64,59,68
4100,0.9913465555555555,-156000,-56827.5,25223.982802734376,19371,0.32,45,10770.0,54,49,51,48,63,50,54,69,76
4200,0.9911354444444445,-131250,-33977.5,25411.5726953125,19861,0.08,38,23850.0,54,65,47,65,71,63,62,61,56
4300,0.9909243333333333,-225000,-39540.0,25404.62013671875,20358,0.25,38,20410.0,67,71,60,55,58,57,71,56,69
4400,0.9907132222222222,-119500,-43542.5,25512.427587890626,20822,0.17,45,22750.0,53,57,57,54,60,58,72,52,54
4500,0.9905021111111111,44000,-48482.5,24815.434833984375,21297,0.06,46,18040.0,67,62,55,55,61,53,59,65,65
4600,0.990291,7000,-38640.0,24899.359931640625,21767,0.1,39,20980.0,56,51,60,65,56,68,47,59,64
4700,0.9900798888888889,-135750,-29677.5,24737.9928125,22279,0.26,35,26600.0,59,61,60,63,76,61,64,61,66
4800,0.9898687777777778,-164000,-52467.5,25694.4690234375,22738,0.19,46,15400.0,61,54,55,62,48,65,53,59,63
4900,0.9896576666666667,64750,-39927.5,25905.08208984375,23215,0.07,43,22940.0,49,65,63,50,50,68,65,58,58
5000,0.9894465555555556,43000,-40440.0,25166.6671875,23694,0.06,42,21270.0,52,67,65,62,60,63,59,53,50
5100,0.9892354444444444,-129250,-42255.0,25988.203759765624,24187,0.15,41,19590.0,56,59,67,52,59,62,64,65,65
5200,0.9890243333333333,-128500,-33977.5,25221.408525390623,24664,0.23,39,26190.0,53,49,59,59,58,59,68,52,73
5300,0.9888132222222222,40000,-47485.0,25044.502060546874,25148,0.1,45,18350.0,63,77,63,67,43,62,52,54,66
5400,0.9886021111111111,-150000,-44347.5,25330.730048828125,25609,0.23,41,18610.0,54,53,53,58,64,52,55,67,59
