episode,average_reward,bankruptcy_rate,average_ending_money,average_loan_duration,invalid_action_rate
10000,-16730.0,0.46,50090.0,0.2,0.02534562211981567
20000,-17117.5,0.47,48870.0,0.09,0.006944444444444444
30000,-28615.0,0.52,42950.0,0.03,0.005063291139240506
40000,-41447.5,0.54,33200.0,0.16,0.012376237623762377
50000,-15192.5,0.45,49700.0,0.21,0.0
