episode,average_reward,bankruptcy_rate,average_ending_money,average_loan_duration,invalid_action_rate
10000,3090.0,0.27,47600.0,0.04,0.01972386587771203
20000,-27365.0,0.39,30640.0,0.11,0.0
30000,-26342.5,0.36,29350.0,0.24,0.0
40000,-12132.5,0.36,41210.0,0.0,0.0
50000,-27662.5,0.43,34210.0,0.11,0.0
60000,-47440.0,0.5,23500.0,0.23,0.0
