episode,epsilon,episode_reward,rolling_average_reward,mean_recent_loss,replay_buffer_size,average_loan_duration,bankruptcy_count,average_ending_money,invalid_action_count,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count,action_5_count,action_6_count,action_7_count
100,0.999791,-157500,-40662.5,21980.339833984373,492,0.17,41,21260.0,62,72,58,70,51,63,63,52,63
200,0.9995798888888889,-157000,-47215.0,23565.86109375,957,0.15,44,17780.0,60,64,48,55,63,63,65,55,52
300,0.9993687777777778,51000,-40925.0,24338.1962109375,1429,0.27,38,18380.0,42,64,52,56,56,62,60,68,54
400,0.9991576666666667,46750,-49567.5,24739.72484375,1903,0.16,45,17180.0,73,55,61,57,68,62,60,55,56
500,0.9989465555555556,6250,-47052.5,24529.360341796873,2378,0.2,42,16160.0,64,49,52,71,60,66,61,66,50
600,0.9987354444444444,1000,-32002.5,24335.3016015625,2884,0.2,33,22090.0,65,73,68,68,48,69,54,67,59
700,0.9985243333333333,-150000,-66820.0,25253.47984375,3343,0.08,54,7740.0,48,59,57,55,53,54,63,61,57
800,0.9983132222222222,58750,-47802.5,24157.810703125,3808,0.23,42,16500.0,69,54,59,59,58,65,60,57,53
900,0.9981021111111111,-185000,-61765.0,25573.079755859377,4249,0.13,53,12700.0,46,58,56,58,57,50,56,52,54
1000,0.997891,83000,-25972.5,24968.212158203125,4726,0.07,33,27060.0,60,68,59,50,63,61,71,61,44
1100,0.9976798888888889,46500,-46142.5,25532.65208984375,5196,0.16,42,17090.0,62,50,55,58,71,64,55,53,64
1200,0.9974687777777778,-2250,-53055.0,25573.07234375,5674,0.21,47,14920.0,47,50,52,63,73,55,55,57,73
1300,0.9972576666666667,-167250,-41540.0,25093.924912109374,6164,0.19,43,23360.0,73,69,64,63,56,61,56,62,59
1400,0.9970465555555555,-130500,-47727.5,24268.051865234374,6648,0.36,42,17690.0,66,48,71,66,53,61,61,65,59
1500,0.9968354444444445,16000,-53792.5,25042.29123046875,7099,0.28,49,17520.0,50,71,48,49,49,60,62,59,53
1600,0.9966243333333333,-7250,-47102.5,25437.620537109375,7581,0.3,40,15510.0,70,46,62,81,56,61,60,61,55
1700,0.9964132222222222,-122000,-40842.5,25643.0675,8042,0.12,39,19160.0,49,57,44,65,67,49,50,70,59
1800,0.9962021111111111,-7250,-55142.5,25559.36794921875,8501,0.29,46,13750.0,55,45,45,73,58,63,62,60,53
1900,0.995991,-7500,-46985.0,25438.827373046875,8987,0.11,44,17410.0,57,59,65,59,62,69,61,58,53
2000,0.9957798888888889,-127750,-37482.5,25313.729580078125,9472,0.18,37,20900.0,63,61,59,60,56,59,67,61,62
2100,0.9955687777777777,-151500,-33980.0,25424.94693359375,9970,0.2,36,22860.0,59,62,76,58,71,48,66,64,53
2200,0.9953576666666667,12250,-52242.5,26305.00564453125,10433,0.07,47,15080.0,45,70,50,60,63,49,63,59,49
2300,0.9951465555555555,59000,-46827.5,25977.059755859376,10895,0.18,44,19630.0,71,55,61,61,47,66,50,55,67
2400,0.9949354444444445,54250,-46857.5,24949.459599609374,11344,0.07,45,18970.0,53,69,52,52,65,50,53,47,61
2500,0.9947243333333333,21500,-55062.5,24954.5108203125,11802,0.01,47,12200.0,62,53,69,42,70,46,72,48,58
2600,0.9945132222222223,-140000,-56005.0,25041.742724609376,12261,0.05,49,13730.0,61,59,54,68,55,54,73,53,43
2700,0.9943021111111111,13750,-71927.5,25970.403486328127,12688,0.25,55,5470.0,50,62,65,54,46,48,54,47,51
